Geo Point;id_ref_zdl;codeunique;nom_long;label;idrefliga;idrefligc;res_com;mode_;fer;train;rer;metro;tramway;navette;val;terfer;tertrain;terrer;termetro;tertram;ternavette;terval;exploitant;principal;idf;x;y
48.8444701413,2.31785278304;42981;112045.0;FALGUIERE;Falguière;A01545;C01382;M12;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;649937.2765;6860707.7605
48.8763179623,2.3325430273;45170;112067.0;TRINITE-D'ESTIENNE D'ORVES;Trinité d'Estienne d'Orves;A01545;C01382;M12;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;651045.3002;6864239.7516
48.8760262116,2.33788648907;44210;112069.0;NOTRE-DAME-DE-LORETTE;Notre-Dame-de-Lorette;A01545;C01382;M12;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;651436.9357;6864204.0114
48.8905871866,2.32017475579;45487;113069.0;BROCHANT;Brochant;A01546;C01383;M13;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;650151.8308;6865834.137
48.8928288534,2.3274284585;43333;114069.0;GUY MOQUET;Guy Môquet;A01546;C01383;M13;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;650685.8186;6866078.8433
48.8721014421,2.40451494238;44864;116033.0;SAINT-FARGEAU;Saint-Fargeau;A01549;C01386;M3bis;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;656320.4457;6863728.6864
48.8752082655,2.63759072126;43211;2.0;VAIRES-TORCY;VAIRES-TORCY;A01844;C01730;LIGNE P;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;673418.2649;6863970.4528
48.7464523207,2.72722937143;43131;12.0;GRETZ-ARMAINVILLIERS;GRETZ-ARMAINVILLIERS;A01843;C01729;RER E;RER;1;1;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;1;1;679943.5306;6849627.6575
48.9984153932,3.00795305575;47484;17.0;ISLES-ARMENTIERES-CONGIS;ISLES-ARMENTIÈRES-CONGIS;A01844;C01730;LIGNE P;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;700581.9571;6877610.5064
49.0217572695,3.03175844584;47486;18.0;LIZY-SUR-OURCQ;LIZY-SUR-OURCQ;A01844;C01730;LIGNE P;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;702322.8492;6880206.813
48.9591640631,3.02611129565;47928;19.0;CHANGIS-SAINT-JEAN;CHANGIS SAINT-JEAN;A01844;C01730;LIGNE P;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;701912.112;6873245.7503
48.8826810449,2.85431592783;47327;23.0;COUILLY-SAINT-GERMAIN-QUINCY;COUILLY-SAINT-GERMAIN-QUINCY;A01844;C01730;LIGNE P;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;689315.9711;6864750.2609
48.8107753209,2.95373038446;47205;28.0;GUERARD-LA-CELLE-SUR-MORIN;GUÉRARD LA CELLE-SUR-MORIN;A01844;C01730;LIGNE P;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;696602.0396;6856745.913
48.8085020653,3.08034301057;43117;31.0;COULOMMIERS;COULOMMIERS;A01844;C01730;LIGNE P;Train;1;1;0;0;0;0;0;TRAIN_P;TRAIN_P;0;0;0;0;0;SNCF;1;1;705900.508;6856495.1552
48.8309953013,2.35583489797;44371;105081.0;PLACE D'ITALIE;Place d'Italie;A01538 / A01539 / A01540;;M5 / M6 / M7;Metro;0;0;0;1;0;0;0;0;0;0;M5;0;0;0;RATP;0;1;652712.494;6859186.0902
48.8403020934,2.37912177644;45232;106041.0;BERCY;Bercy;A01539 / A01547;;M6 / M14;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;654430.0611;6860207.2141
48.8370451202,2.37282572454;44582;106043.0;QUAI DE LA GARE;Quai de la Gare;A01539;C01376;M6;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;653965.0897;6859848.7241
48.8332167197,2.36285639952;44192;106047.0;NATIONALE;Nationale;A01539;C01376;M6;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;653229.9171;6859428.9054
48.847507082,2.30296829645;42419;106069.0;CAMBRONNE;Cambronne;A01539;C01376;M6;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;648847.9143;6861054.9766
48.8907889695,2.3773157556;42780;107035.0;CRIMEE;Crimée;A01540;C01377;M7;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;654341.7793;6865822.0177
48.8748743434,2.34019988439;43656;107051.0;LE PELETIER;Le Peletier;A01540;C01377;M7;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;651605.5387;6864074.5114
48.8657611028,2.33442748591;44579;107057.0;PYRAMIDES;Pyramides;A01540 / A01547;;M7 / M14;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;651173.6182;6863064.7412
48.8585538273,2.34223275799;44491;107061.0;PONT-NEUF (LA MONNAIE);Pont-Neuf;A01540;C01377;M7;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;651739.5236;6862258.5538
48.8428668307,2.35222472818;44435;107071.0;PLACE MONGE (JARDIN DES PLANTES);Place Monge;A01540;C01377;M7;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;652458.3099;6860508.2454
48.8720134638,2.34005178574;44642;108043.0;RICHELIEU-DROUOT;Richelieu-Drouot;A01541 / A01542;;M8 / M9;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;651592.0176;6863756.4929
48.8714977394,2.34315477308;43310;108045.0;GRANDS BOULEVARDS (RUE MONTMARTRE);Grands Boulevards;A01541 / A01542;;M8 / M9;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;651819.1431;6863697.2503
48.863257945,2.36666109472;58727;108053.0;FILLES DU CALVAIRE;Filles du Calvaire;A01541;C01378;M8;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;653535.9904;6862766.9605
48.8574200375,2.3681082907;45097;108057.0;CHEMIN VERT;Chemin Vert;A01541;C01378;M8;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;653636.9649;6862116.9823
48.8444086721,2.39007511282;44160;108067.0;MONTGALLET;Montgallet;A01541;C01378;M8;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;655237.5024;6860657.5602
48.8260549992,2.40674222317;43811;108077.0;LIBERTE;Liberté;A01541;C01378;M8;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;656445.3486;6858607.5008
48.8296748438,2.23079959132;44481;109021.0;PONT DE SEVRES;Pont de Sèvres;A01542;C01379;M9;Metro;0;0;0;1;0;0;0;0;0;0;M9;0;0;0;RATP;0;1;643532.6156;6859121.418
48.5914608202,2.26693797126;47939;195.0;LA NORVILLE-SAINT-GERMAIN-LES-ARPAJON;LA NORVILLE SAINT-GERMAIN-LÈS-ARPAJON;A01840;C01727;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;645939.6008;6832612.4855
48.5510919756,2.1257072677;47952;200.0;SAINT-CHERON;SAINT-CHÉRON;A01840;C01727;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;635475.1031;6828231.0469
48.3416635464,2.37881544464;43092;216.0;BOIGNEVILLE;BOIGNEVILLE;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;653971.4952;6804775.4464
49.0387620448,1.58153210234;46984;110.0;BONNIERES;BONNIÈRES;;;GL;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;596291.1765;6883029.0255
48.9973920018,1.63016762727;46983;111.0;ROSNY-SUR-SEINE;ROSNY-SUR-SEINE;;;GL;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;599766.9049;6878366.1045
48.9829797632,1.80890782598;43129;118.0;GARGENVILLE;GARGENVILLE;A01852;C01739;LIGNE J;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;612820.4042;6876551.4331
48.9922412813,1.84513444487;43137;119.0;JUZIERS;JUZIERS;A01852;C01739;LIGNE J;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;615486.8098;6877541.8936
49.0057625368,1.90178197858;46897;120.0;MEULAN-HARDRICOURT;MEULAN-HARDRICOURT;A01852;C01739;LIGNE J;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;619652.9213;6878986.2993
49.0067002768,1.91923711175;46902;121.0;THUN-LE-PARADIS;THUN LE PARADIS;A01852;C01739;LIGNE J;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;620931.3088;6879072.9559
48.9802635207,2.18001238078;43143;226.0;LA FRETTE-MONTIGNY;LA FRETTE MONTIGNY;A01852;C01739;LIGNE J;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;639978.3215;6875903.4835
49.0353113094,2.21024652104;43090;239.0;BESSANCOURT;BESSANCOURT;A01849;C01737;LIGNE H;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;642252.5611;6882002.5147
49.0454302542,2.19708767832;47580;240.0;FREPILLON;FRÉPILLON;A01849;C01737;LIGNE H;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;641301.8512;6883137.5286
48.9663265448,2.31658207116;46470;244.0;LA BARRE-ORMESSON;LA BARRE ORMESSON;A01849;C01737;LIGNE H;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;649961.2985;6874258.4871
48.9760542531,2.33852407065;43119;245.0;DEUIL-MONTMAGNY;DEUIL MONTMAGNY;A01849;C01737;LIGNE H;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;651576.8784;6875326.5542
48.2295499402,2.7039360516;47119;70.0;BAGNEAUX-SUR-LOING;BAGNEAUX-SUR-LOING;A01845;C01731;LIGNE R;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;678015.3718;6792174.9016
48.7965281811,2.15237865481;43183;74.0;PORCHEFONTAINE;PORCHEFONTAINE;A01840;C01727;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;637736.3443;6855494.9687
48.8002155781,2.12904386737;43220;75.0;VERSAILLES CHATEAU;VERSAILLES CHATEAU;A01840;C01727;RER C;RER;1;0;1;0;0;0;0;RER_C;0;RER_C;0;0;0;0;SNCF;0;1;636026.8334;6855923.5959
48.7647760129,2.16394708452;43136;77.0;JOUY-EN-JOSAS;JOUY-EN-JOSAS;A01840;C01727;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;638548.714;6851955.6623
48.7553892687,1.9438351997;43147;82.0;LA VERRIERE;LA VERRIÈRE;A01847 / A01855;;LIGNE N / LIGNE U;Train;1;1;0;0;0;0;0;TRAIN_U;TRAIN_U;0;0;0;0;0;SNCF;1;1;622357.0278;6851105.9325
48.8677920986,2.05076784532;47954;84.0;SAINT-NOM-LA-BRETECHE-FORET-DE-MARLY;SAINT-NOM-LA-BRETÈCHE FORÊT DE MARLY;A02176;C01740;LIGNE L;Train;1;1;0;0;0;0;0;TRAIN_L;TRAIN_L;0;0;0;0;0;SNCF;1;1;630367.922;6863503.3399
48.8900862355,2.13460087387;53784;97.0;LE VESINET-CENTRE;LE VÉSINET-CENTRE;A01856;C01742;RER A;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;636544.5064;6865911.5752
48.5555915569,3.3028712226;47181;42.0;PROVINS;PROVINS;A01844;C01730;LIGNE P;Train;1;1;0;0;0;0;0;TRAIN_P;TRAIN_P;0;0;0;0;0;SNCF;1;1;722351.1047;6828416.8922
48.3787957617,2.89720178188;43144;64.0;LA GRANDE PAROISSE;LA GRANDE PAROISSE;A01845;C01731;LIGNE R;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;692388.159;6808726.5838
48.9554022445,2.09352190295;47915;138.0;ACHERES-GRAND-CORMIER;ACHÈRES GRAND CORMIER;A01856;C01742;RER A;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;633615.8946;6873208.1444
48.6589754229,2.4152068427;47948;154.0;RIS-ORANGIS;RIS-ORANGIS;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;656929.2002;6840026.8223
48.6763813235,2.3332494626;47945;161.0;PETIT-VAUX;PETIT VAUX;A01840;C01727;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;650909.4038;6842009.7213
48.636351368,2.40779628345;48489;166.0;ORANGIS-BOIS DE L'EPINE;ORANGIS BOIS DE L'ÉPINE;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;656364.5492;6837515.7346
48.7347165868,2.2734834644;47940;167.0;MASSY-VERRIERES;MASSY VERRIÈRES;A01857 / A01840;;RER B / RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP/SNCF;0;1;646568.8267;6848534.0001
48.6997324357,2.50607815319;58873;179.0;BRUNOY;BRUNOY;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;663650.2423;6844512.294
48.4936445785,2.19458169917;43081;189.0;ETRECHY;ÉTRÉCHY;A01840;C01727;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;640492.8805;6821791.2596
48.834288898,2.47168124122;47886;343.0;NOGENT-SUR-MARNE;NOGENT-SUR-MARNE;A01856;C01742;RER A;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;661218.9659;6859489.168
48.8393419419,2.49418805532;46552;354.0;NOGENT-LE-PERREUX;NOGENT LE PERREUX;A01843;C01729;RER E;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;662874.6459;6860040.2014
48.8543530972,2.48913730642;47900;355.0;VAL-DE-FONTENAY;VAL DE FONTENAY;A01856 / A01843;;RER A / RER E;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP/SNCF;1;1;662514.7373;6861711.704
48.8823040066,2.48142125733;42356;359.0;ROSNY-BOIS-PERRIER;ROSNY BOIS PERRIER;A01843;C01729;RER E;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;661968.9811;6864823.3623
48.8890765947,2.51256682146;47901;365.0;LE RAINCY-VILLEMOMBLE-MONTFERMEIL;LE RAINCY VILLEMOMBLE MONTFERMEIL;A01843;C01729;RER E;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;664257.7228;6865561.8955
48.8002094001,2.40271281716;46375;368.0;VITRY-SUR-SEINE;VITRY-SUR-SEINE;A01840;C01727;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;656127.7934;6855736.023
48.7825054355,2.4095416551;43227;369.0;LES ARDOINES;LES ARDOINES;A01840;C01727;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;656614.6593;6853763.8273
48.8981123054,2.40036170181;43176;374.0;PANTIN;PANTIN;A01843;C01729;RER E;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;656037.7705;6866623.2614
48.8717141866,2.22102954777;43205;378.0;SURESNES-MONT VALERIEN;SURESNES MONT VALÉRIEN;A02176 / A01855;;LIGNE L / LIGNE U;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;642861.5289;6863802.7622
48.8125717163,2.18825985865;43241;382.0;CHAVILLE RIVE DROITE;CHAVILLE RIVE DROITE;A02176;C01740;LIGNE L;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;640390.3103;6857251.0584
48.8366433163,2.15269740303;43216;385.0;VAUCRESSON;VAUCRESSON;A02176;C01740;LIGNE L;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;637807.6193;6859954.9041
48.8957453121,2.22321296703;43169;389.0;NANTERRE-PREFECTURE;NANTERRE PRÉFECTURE;A01856;C01742;RER A;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;643047.9675;6866473.2621
48.909632934,2.23968411711;47412;391.0;LA GARENNE-COLOMBES;LA GARENNE-COLOMBES;A02176;C01740;LIGNE L;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;644270.4218;6868005.7355
48.9310542278,2.26060231561;43236;397.0;LE STADE;LE STADE;A01852;C01739;LIGNE J;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;645825.9422;6870373.15
48.9441810651,2.56644801561;46222;411.0;VERT-GALANT;VERT GALANT;A01857;C01743;RER B;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;668242.3007;6871666.4392
48.7398306985,2.42639982184;46307;424.0;VILLENEUVE-LE-ROI;VILLENEUVE-LE-ROI;A01840;C01727;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;657818.8643;6849010.005
48.7255353058,2.41956502574;46387;425.0;ABLON;ABLON;A01840;C01727;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;657304.5761;6847424.3179
48.8699501349,2.78222672345;43239;440.0;CHESSY - MARNE-LA-VALLEE;CHESSY - MARNE-LA-VALLÉE;A01856;C01742;RER A;RER;1;0;1;0;0;0;0;RER_A;0;RER_A;0;0;0;0;RATP;1;1;684025.274;6863346.7947
48.8809135256,2.35883323564;58572;452.0;MAGENTA;MAGENTA;A01843;C01729;RER E;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;652977.6643;6864734.7704
48.8316965931,2.28147044408;45356;1503.0;PORTE D'ISSY;Porte d'Issy;A01192;C01390;T2;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;647254.3274;6859311.1698
48.8846809737,2.34266003734;45559;466.0;FUNICULAIRE MONTMARTRE STATION BASSE;Funiculaire Montmartre Station Basse;A01548;C01385;FUNICULAIR;Navette;0;0;0;0;0;1;1;0;0;0;0;0;FUNICULAIR;FUNICULAIR;RATP;0;1;651795.0575;6865163.4399
48.9250943511,1.44379093871;411362;473.0;BUEIL;BUEIL;;;GL;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;0;585972.6058;6870580.4302
48.0851844953,3.28625649812;411476;491.0;VILLENEUVE-SUR-YONNE;VILLENEUVE-SUR-YONNE;;;GL;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;0;721314.5284;6776128.4659
47.961118247,3.51433646502;411479;495.0;LAROCHE-MIGENNES;LAROCHE MIGENNES;;;GL;Train;1;1;0;0;0;0;0;GL;GL;0;0;0;0;0;SNCF;0;0;738386.8735;6762428.1397
48.0734070101,1.3384347632;411443;485.0;CHATEAUDUN;CHATEAUDUN;;;GL;Train;1;1;0;0;0;0;0;GL;GL;0;0;0;0;0;SNCF;0;0;576261.9302;6776082.9501
49.0451694603,2.32291784623;47517;253.0;BOUFFEMONT-MOISSELLES;BOUFFÉMONT MOISSELLES;A01849;C01737;LIGNE H;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;650500.3654;6883022.3168
48.9937771478,2.41618749165;43222;256.0;VILLIERS-LE-BEL-GONESSE-ARNOUVILLE;VILLIERS-LE-BEL GONESSE ARNOUVILLE;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;657276.6644;6877252.6001
49.0331827681,2.47803336649;47968;258.0;LES NOUES;LES NOUES;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;661831.4374;6881603.1593
49.0984002652,2.36127055658;47524;264.0;BELLOY-SAINT-MARTIN;BELLOY SAINT-MARTIN;A01849;C01737;LIGNE H;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;653352.0528;6888918.9527
49.1171321315,2.42010703417;47528;267.0;LUZARCHES;LUZARCHES;A01849;C01737;LIGNE H;Train;1;1;0;0;0;0;0;TRAIN_H;TRAIN_H;0;0;0;0;0;SNCF;1;1;657664.2411;6890969.1213
48.7433734057,2.29639316293;43124;302.0;FONTAINE-MICHALON;FONTAINE MICHALON;A01857;C01743;RER B;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;648262.2362;6849481.1994
48.7396810434,2.28766749681;43228;304.0;LES BACONNETS;LES BACONNETS;A01857;C01743;RER B;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;647616.9326;6849076.4382
48.9766656914,2.37741967331;43013;1703.0;LES FLANADES;Les Flanades;A01760;C01684;T5;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;654424.6931;6875371.3973
48.9658555744,2.36357222397;46345;1707.0;ALCIDE D'ORBIGNY;Alcide d'Orbigny;A01760;C01684;T5;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;653401.3384;6874177.3599
48.9448189327,2.35700635511;50681;1713.0;ROGER SEMAT;Roger Semat;A01760;C01684;T5;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;652901.5526;6871841.9509
48.7789363931,2.3674058645;42882;1813.0;DOMAINE CHERIOUX;Domaine Chérioux;A02134;C01774;T7;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;653515.5161;6853390.9843
48.7595735353,2.36639800004;47421;1817.0;PORTE DE THIAIS;Porte de Thiais;A02134;C01774;T7;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;653424.1827;6851238.7609
48.7712660381,2.43530633971;46286;520.0;CRETEIL POMPADOUR;Créteil Pompadour;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;658498.8113;6852500.3354
48.0070317015,2.74303831268;411482;500.0;MONTARGIS;MONTARGIS;A01845;C01731;LIGNE R;Train;1;1;0;0;0;0;0;TRAIN_R;TRAIN_R;0;0;0;0;0;SNCF;0;0;680838.4796;6767436.2474
49.0961208107,2.74468620744;411405;514.0;LE PLESSIS-BELLEVILLE;LE PLESSIS BELLEVILLE;A02175;C01738;LIGNE K;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;0;681352.8292;6888506.9087
49.0379489417,3.40959736125;411378;517.0;CHATEAU-THIERRY;CHATEAU THIERRY;A01844;C01730;LIGNE P;Train;1;1;0;0;0;0;0;TRAIN_P;TRAIN_P;0;0;0;0;0;SNCF;0;0;729948.9471;6882084.745
48.9349758267,2.32679331227;47355;1028.0;LA NOUE;La Noue;A01191;C01389;T1;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;650679.207;6870765.8475
48.9596759565,2.34273416795;59332;117065.0;VILLETANEUSE-UNIVERSITE;Villetaneuse-Université;A02150 / A02225;C01795 / C01999;T8 / T11;Tramway;0;0;0;0;1;0;0;0;0;0;0;T8;0;0;RATP/SNCF;1;1;651869.9095;6873502.6727
48.8071698468,2.29409124432;59202;117058.0;VAUBAN;Vauban;A02149;C01794;T6;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;648156.3877;6856575.7611
48.7998873832,2.28195132017;59179;117056.0;PARC ANDRE MALRAUX;Parc André Malraux;A02149;C01794;T6;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;647257.464;6855774.0984
48.7867161822,2.25450215204;47746;117053.0;HOPITAL BECLERE;Hôpital Béclère;A02149;C01794;T6;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;645227.484;6854328.3593
48.7835009757,2.23098355894;59147;117049.0;GEORGES MILLANDY;Georges Millandy;A02149;C01794;T6;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;643496.1203;6853987.4551
48.7819866725,2.18049375093;43501;117042.0;L'ONDE;L'Onde;A02149;C01794;T6;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;639784.7373;6853856.4077
48.9027680256,2.23954203632;43729;1506.0;LES FAUVELLES;Les Fauvelles;A01192;C01390;T2;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;644252.6562;6867242.4932
48.9108025897,2.23398860143;58495;1508.0;JACQUELINE AURIOL;Jacqueline Auriol;A01192;C01390;T2;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;643854.2271;6868139.8304
48.9140476807,2.22957161329;58494;1509.0;VICTOR BASCH;Victor Basch;A01192;C01390;T2;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;643534.0094;6868503.8192
48.8243283105,2.37758367265;58493;1318.0;MARYSE BASTIE;Maryse Bastié;A01193;C01391;T3A;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;654303.1725;6858431.9917
48.8987339907,2.38053703549;45596;1608.0;CANAL SAINT-DENIS;Canal Saint-Denis;A01757;C01679;T3B;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;654584.9051;6866703.61
48.7987076352,2.07184700048;46990;79.0;SAINT-CYR;SAINT-CYR;A01847 / A01855 / A01840;C01736 / C01741 / C01727;LIGNE N / LIGNE U / RER C;Train / RER;1;1;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;631823.8458;6855803.8011
48.7952802463,2.13605048966;43219;108.0;VERSAILLES-CHANTIERS;VERSAILLES-CHANTIERS;A01847 / A01855 / A01840;C01736 / C01741 / C01727;LIGNE N / LIGNE U / RER C;Train / RER;1;1;1;0;0;0;0;RER_C;0;RER_C;0;0;0;0;SNCF;1;1;636535.4568;6855369.2195
48.9333260591,2.30773181899;43130;428.0;GENNEVILLIERS;GENNEVILLIERS;A01840 / A01191;C01727 / C01389;RER C / T1;RER / Tramway;1;0;1;0;1;0;0;0;0;0;0;0;0;0;SNCF;0;1;649281.1416;6870594.4702
48.9360306059,2.34527468468;43197;416.0;SAINT-DENIS;SAINT-DENIS;A01849 / A01842 / A01191 / A02150;C01737 / C01728 / C01389 / C01795;LIGNE H / RER D / T1 / T8;Train / RER / Tramway;1;1;1;0;1;0;0;0;0;0;0;0;0;0;RATP/SNCF;1;1;652034.1393;6870871.7529
48.8966738112,2.37412297553;58498;1609.0;ROSA PARKS;ROSA PARKS;A01843 / A01757;C01729 / C01679;RER E / T3B;RER / Tramway;1;0;1;0;1;0;0;0;0;0;0;0;0;0;RATP/SNCF;1;1;654112.8609;6866478.2351
48.8535439161,2.41062642574;44520;109087.0;PORTE DE MONTREUIL;Porte de Montreuil;A01542 / A01757;C01379 / C01679;M9 / T3B;Metro / Tramway;0;0;0;1;1;0;0;0;0;0;0;0;0;0;RATP;0;1;656751.8584;6861661.5511
